#{"t_start": 1775970332.082854, "env_id": "FetchReach-v4"}
r,l,t
-50.0,50,112.038223
-49.0,50,112.152653
-41.0,50,112.263446
-50.0,50,112.378094
-46.0,50,112.491037
-50.0,50,112.603364
-50.0,50,112.722511
-50.0,50,112.836881
-50.0,50,112.947058
-50.0,50,113.062688
-48.0,50,113.179029
-46.0,50,113.293355
-50.0,50,113.404495
-47.0,50,113.521125
-50.0,50,113.633512
-50.0,50,113.746446
-50.0,50,113.860174
-50.0,50,113.976659
-50.0,50,114.09164
-49.0,50,114.207322
-50.0,50,114.318723
-50.0,50,114.434003
-50.0,50,114.547065
-47.0,50,114.659177
-50.0,50,114.769225
-50.0,50,114.884836
-50.0,50,114.999068
-50.0,50,115.117343
-50.0,50,115.231148
-50.0,50,115.341657
-49.0,50,115.453241
-50.0,50,115.574924
-50.0,50,115.692883
-50.0,50,115.807678
-44.0,50,115.920594
-50.0,50,116.034634
-50.0,50,116.151194
-40.0,50,116.263037
-50.0,50,116.374809
-50.0,50,116.489775
-50.0,50,116.604433
-50.0,50,117.031403
-46.0,50,117.148039
-50.0,50,117.2664
-45.0,50,117.377647
-50.0,50,117.492701
-50.0,50,117.614026
-37.0,50,117.730957
-50.0,50,117.84257
-50.0,50,117.95774
-50.0,50,118.070071
-47.0,50,118.183822
-50.0,50,118.298274
-50.0,50,118.411548
-50.0,50,118.527591
-50.0,50,118.639004
-50.0,50,118.750671
-50.0,50,118.861866
-47.0,50,118.977203
-50.0,50,119.092443
-50.0,50,119.211611
-50.0,50,119.329207
-50.0,50,119.447041
-50.0,50,119.559877
-50.0,50,119.677622
-50.0,50,119.791828
-50.0,50,119.907192
-50.0,50,120.021695
-45.0,50,120.13691
-50.0,50,120.25351
-50.0,50,120.365908
-50.0,50,120.480235
-50.0,50,120.59568
-50.0,50,120.712999
-50.0,50,120.827961
-50.0,50,120.940751
-50.0,50,121.054029
-50.0,50,121.166951
-46.0,50,121.277949
-50.0,50,121.389368
-50.0,50,121.503913
-50.0,50,121.615081
-50.0,50,122.043414
-50.0,50,122.160748
-50.0,50,122.278088
-49.0,50,122.395201
-49.0,50,122.507126
-50.0,50,122.621205
-50.0,50,122.737088
-50.0,50,122.855019
-50.0,50,122.965892
-48.0,50,123.0839
-49.0,50,123.197223
-50.0,50,123.317453
-47.0,50,123.431478
-50.0,50,123.548083
-43.0,50,123.660349
-50.0,50,123.777043
-50.0,50,123.895649
-50.0,50,124.51244
-50.0,50,124.626013
-50.0,50,124.741747
-50.0,50,124.854512
-47.0,50,124.967033
-48.0,50,125.083307
-50.0,50,125.194911
-50.0,50,125.317006
-50.0,50,125.430006
-50.0,50,125.541527
-50.0,50,125.653266
-48.0,50,125.766054
-50.0,50,125.878435
-50.0,50,125.991209
-50.0,50,126.105239
-50.0,50,126.226195
-50.0,50,126.340363
-47.0,50,126.454468
-48.0,50,126.566262
-50.0,50,126.681694
-43.0,50,126.793667
-44.0,50,126.909107
-50.0,50,127.020023
-49.0,50,127.136719
-40.0,50,127.575925
-49.0,50,127.692373
-50.0,50,127.807319
-49.0,50,127.923571
-44.0,50,128.037073
-47.0,50,128.149467
-47.0,50,128.261754
-43.0,50,128.374057
-50.0,50,128.485911
-50.0,50,128.601162
-50.0,50,128.716136
-48.0,50,128.82716
-50.0,50,128.938731
-50.0,50,129.050746
-50.0,50,129.161489
-46.0,50,129.273473
-50.0,50,129.390102
-46.0,50,129.502383
-50.0,50,129.618969
-46.0,50,129.729246
-45.0,50,129.845581
-50.0,50,129.957718
-43.0,50,130.072295
-50.0,50,130.185598
-50.0,50,130.300095
-50.0,50,130.417
-46.0,50,130.530749
-49.0,50,130.642667
-30.0,50,130.757046
-45.0,50,130.868359
-49.0,50,130.982033
-50.0,50,131.095801
-48.0,50,131.209247
-50.0,50,131.327319
-41.0,50,131.44185
-50.0,50,131.555967
-50.0,50,131.668275
-50.0,50,131.77931
-45.0,50,131.891671
-50.0,50,132.002186
-50.0,50,132.454318
-50.0,50,132.57565
-50.0,50,132.694973
-50.0,50,132.815196
-48.0,50,132.929825
-49.0,50,133.040844
-45.0,50,133.15414
-35.0,50,133.26648
-47.0,50,133.376604
-42.0,50,133.489104
-35.0,50,133.600594
-37.0,50,133.716433
-50.0,50,133.828063
-45.0,50,133.939651
-49.0,50,134.052278
-48.0,50,134.164984
-49.0,50,134.277895
-31.0,50,134.3938
-50.0,50,134.504556
-46.0,50,134.621891
-47.0,50,134.732927
-48.0,50,134.8439
-50.0,50,134.953207
-50.0,50,135.066402
-39.0,50,135.184985
-50.0,50,135.29723
-50.0,50,135.414042
-45.0,50,135.528555
-47.0,50,135.643303
-47.0,50,135.75567
-50.0,50,135.869738
-50.0,50,135.980593
-50.0,50,136.096475
-45.0,50,136.211891
-33.0,50,136.331113
-50.0,50,136.449281
-45.0,50,136.559384
-50.0,50,136.67264
-50.0,50,136.788282
-50.0,50,136.902644
-50.0,50,137.012521
-34.0,50,137.454996
-50.0,50,137.568293
-34.0,50,137.681043
-44.0,50,137.79051
-50.0,50,137.911018
-38.0,50,138.022905
-50.0,50,138.133097
-50.0,50,138.244353
-48.0,50,138.36003
-48.0,50,138.476151
-50.0,50,138.593335
-37.0,50,138.707172
-50.0,50,138.826055
-50.0,50,138.936944
-46.0,50,139.052784
-35.0,50,139.170397
-49.0,50,139.281993
-49.0,50,139.398835
-49.0,50,139.516991
-47.0,50,139.631274
-44.0,50,139.745519
-44.0,50,139.861988
-49.0,50,139.972031
-49.0,50,140.086792
-40.0,50,140.199784
-50.0,50,140.315054
-48.0,50,140.429247
-46.0,50,140.543284
-50.0,50,140.656841
-50.0,50,140.773726
-37.0,50,140.890196
-44.0,50,141.001
-47.0,50,141.112721
-50.0,50,141.224943
-47.0,50,141.339788
-41.0,50,141.449579
-36.0,50,141.564061
-44.0,50,141.678676
-39.0,50,141.789652
-44.0,50,141.900943
-47.0,50,142.01241
-50.0,50,142.451874
-50.0,50,142.56256
-47.0,50,142.676279
-41.0,50,142.793529
