#{"t_start": 1775966359.4315364, "env_id": "FetchReach-v4"}
r,l,t
-50.0,50,95.038188
-43.0,50,95.160424
-50.0,50,95.276144
-50.0,50,95.401752
-50.0,50,95.515523
-50.0,50,96.881624
-50.0,50,96.999462
-50.0,50,97.113588
-50.0,50,97.230475
-50.0,50,97.344728
-48.0,50,97.458286
-50.0,50,97.570653
-50.0,50,97.688816
-50.0,50,97.802042
-50.0,50,97.931375
-50.0,50,98.053275
-50.0,50,98.173318
-50.0,50,98.289809
-49.0,50,98.40755
-47.0,50,98.523617
-50.0,50,98.642486
-50.0,50,98.761424
-50.0,50,98.887815
-50.0,50,99.000525
-50.0,50,99.117548
-50.0,50,99.231763
-50.0,50,99.346024
-50.0,50,99.455848
-50.0,50,99.568994
-50.0,50,99.683131
-50.0,50,99.793261
-50.0,50,99.903927
-50.0,50,100.013714
-50.0,50,100.1247
-50.0,50,100.234768
-50.0,50,100.344595
-50.0,50,100.455619
-50.0,50,100.565742
-50.0,50,100.676218
-50.0,50,100.785849
-50.0,50,100.895463
-50.0,50,101.00567
-50.0,50,101.114834
-48.0,50,101.22425
-48.0,50,101.338763
-50.0,50,101.448329
-50.0,50,102.746652
-50.0,50,102.865234
-48.0,50,102.980217
-50.0,50,103.092704
-50.0,50,103.203848
-50.0,50,103.312683
-50.0,50,103.422732
-50.0,50,103.533481
-50.0,50,103.643748
-50.0,50,103.752138
-50.0,50,103.868856
-50.0,50,103.980029
-50.0,50,104.089114
-49.0,50,104.202391
-50.0,50,104.310306
-50.0,50,104.420387
-49.0,50,104.530783
-50.0,50,104.639338
-49.0,50,104.751143
-50.0,50,104.863339
-47.0,50,104.975148
-50.0,50,105.084064
-50.0,50,105.195454
-50.0,50,105.304955
-50.0,50,105.413982
-50.0,50,105.524237
-42.0,50,105.634652
-50.0,50,105.744496
-50.0,50,105.856594
-50.0,50,105.965466
-50.0,50,106.074614
-50.0,50,106.185298
-50.0,50,106.295346
-49.0,50,106.40505
-50.0,50,106.516254
-50.0,50,106.625359
-50.0,50,106.734515
-50.0,50,106.846374
-50.0,50,106.957718
-39.0,50,107.070461
-49.0,50,107.181911
-50.0,50,108.47976
-50.0,50,108.589905
-50.0,50,108.699566
